City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,st. john's,47.5615,-52.7126,9.8,97,100,5.66,CA,1686134340
364,illizi,26.5042,8.4799,31.82,17,46,2.08,DZ,1686134341
365,north bend,47.4958,-121.7849,17.28,76,0,0.45,US,1686134342
366,pimentel,39.4855,9.0655,27.15,42,20,3.6,IT,1686134342
367,patong,7.8994,98.3086,29.4,99,100,3.54,TH,1686134343
368,howrah,22.5736,88.3251,34.97,55,75,3.09,IN,1686134344
369,nadi,-17.7993,177.4179,22.0,88,75,2.06,FJ,1686134346
370,ulsteinvik,62.3427,5.8469,13.51,74,52,2.24,NO,1686134347
371,zhezqazghan,47.8043,67.7146,38.99,7,40,6.0,KZ,1686134347
372,hola,-1.4977,40.0349,33.34,36,5,6.48,KE,1686134348
373,xam nua,20.4152,104.0474,23.62,92,93,1.0,LA,1686134349
374,panaba,12.1373,-16.0391,29.14,37,87,2.82,GW,1686134350
375,malvan,16.0606,73.4669,30.93,65,54,3.58,IN,1686134350
376,kochenevo,55.0214,82.2077,29.66,25,2,3.57,RU,1686134351
377,santiago papasquiaro,25.046,-105.4208,17.11,64,81,1.58,MX,1686134352
378,alta,44.4971,34.1587,21.36,53,76,4.46,UA,1686134352
379,mogadishu,2.0349,45.3419,29.92,70,20,7.72,SO,1686134353
380,ballina,-28.8657,153.5659,14.32,65,50,0.88,AU,1686134353
381,mizan teferi,6.9953,35.5869,23.65,68,58,0.93,ET,1686134354
382,vershino-darasunskiy,52.366,115.5509,12.89,48,78,4.77,RU,1686134355
383,namsos,64.4666,11.3345,10.01,87,100,1.54,NO,1686134355
384,la'ie,21.6438,-157.9244,25.98,78,9,1.34,US,1686134356
385,villa union,-17.0919,-64.5892,20.65,95,75,0.85,BO,1686134357
386,albertina,-20.6616,-43.784,13.01,82,0,1.1,BR,1686134357
387,boyette,27.8384,-82.2853,24.41,86,40,2.06,US,1686134358
388,glen innes,-29.7379,151.7356,6.94,96,73,1.3,AU,1686134358
389,remire-montjoly,4.905,-52.2772,24.0,94,75,1.03,GF,1686134359
390,zima,53.9284,102.0527,24.94,49,60,0.38,RU,1686134360
391,julio de castilhos,-29.2287,-53.6825,14.03,86,83,2.22,BR,1686134360
392,ketchikan,55.3431,-131.6467,10.99,93,0,2.57,US,1686134361
393,la sarre,48.8001,-79.201,7.84,64,0,4.92,CA,1686134361
394,broken hill,-31.965,141.4511,16.44,88,48,8.36,AU,1686134362
395,nabire,-3.3603,135.5024,25.76,88,84,1.07,ID,1686134362
396,tanjung selor,2.8418,117.3687,25.66,93,96,0.37,ID,1686134363
397,serhiyivka,48.0002,29.0733,22.41,38,100,4.17,UA,1686134364
398,brookings,44.3115,-96.7984,22.0,68,0,2.06,US,1686134364
399,wotje,9.4527,170.2395,27.91,84,75,8.41,MH,1686134365
400,metlili chaamba,32.2605,3.6259,28.68,29,60,5.38,DZ,1686134365
401,labrador city,52.9423,-66.9177,3.95,93,100,7.72,CA,1686134366
402,sisimiut,66.9372,-53.6665,-0.78,78,99,2.58,GL,1686134366
403,seogwipo,33.2573,126.5153,19.04,86,99,2.26,KR,1686134367
404,east london,-33.0192,27.8999,25.64,41,0,1.03,ZA,1686134367
405,hassi messaoud,31.6957,6.0604,29.82,37,0,4.12,DZ,1686134368
406,uturoa,-16.7437,-151.4594,24.45,72,38,7.63,PF,1686134368
407,bonthe,7.5273,-12.502,28.54,71,97,2.03,SL,1686134369
408,kuta,-8.7278,115.173,26.97,88,20,2.68,ID,1686134370
409,trevelin,-43.0791,-71.464,1.69,91,91,1.45,AR,1686134371
410,kapoeta,4.7691,33.59,35.47,26,34,5.85,SS,1686134371
411,sitka,57.0525,-135.3376,10.9,76,100,2.06,US,1686134372
412,tanumah,18.9535,42.1703,24.5,36,56,3.36,SA,1686134372
413,thinadhoo,0.5326,72.9971,28.82,70,83,2.7,MV,1686134373
414,ormara,25.2106,64.6375,29.83,83,7,4.92,PK,1686134373
415,sirte,31.206,16.5836,22.77,74,1,7.72,LY,1686134374
416,assab,13.0091,42.7445,32.86,63,50,6.82,ER,1686134375
417,oban,56.4157,-5.4735,15.01,77,40,3.6,GB,1686134375
418,troitsko-pechorsk,62.7145,56.1854,11.05,58,99,4.51,RU,1686134376
419,rudsar,37.1382,50.2928,24.0,82,100,1.94,IR,1686134376
420,sandnessjoen,66.0215,12.6317,10.29,100,75,4.12,NO,1686134377
421,hopkinsville,36.8658,-87.489,17.95,72,91,1.99,US,1686134377
422,ascension,-7.9411,-14.3631,25.58,54,40,6.17,SH,1686134378
423,urumqi,43.4198,87.3195,23.14,14,21,4.07,CN,1686134378
424,thakhek,17.3946,104.8065,31.15,74,20,2.06,LA,1686134379
425,peniche,39.3566,-9.3813,23.81,83,80,8.66,PT,1686134380
426,waddan,29.1614,16.1413,32.69,26,36,7.07,LY,1686134380
427,valbo,60.6448,17.0123,18.58,34,81,2.11,SE,1686134381
428,la tuque,47.4411,-72.7851,10.13,81,100,3.09,CA,1686134382
429,mancio lima,-7.6146,-72.9053,20.7,99,91,0.5,BR,1686134382
430,piton saint-leu,-21.2172,55.3081,25.59,65,0,10.29,RE,1686134383
431,kloulklubed,7.0415,134.2565,26.18,80,100,5.6,PW,1686134383
432,sechura,-5.5575,-80.8223,22.98,78,49,4.11,PE,1686134384
433,nuku'alofa,-21.1343,-175.2018,21.19,100,100,0.51,TO,1686134384
434,kani keli,-12.9565,45.1053,30.92,71,0,4.1,YT,1686134385
435,beinamar,8.6698,15.3801,28.07,60,100,0.68,TD,1686134385
436,saint-philippe,45.3584,-73.479,12.68,80,100,4.63,CA,1686134386
437,siilinjarvi,63.0743,27.6623,11.66,64,100,2.57,FI,1686134386
438,lere,49.231,0.4984,25.84,67,0,5.23,FR,1686134387
439,iwanai,42.9798,140.5148,14.46,96,54,0.32,JP,1686134387
440,davyd-haradok,52.0549,27.2126,21.74,46,100,5.52,BY,1686134388
441,itaituba,-4.2625,-55.9878,24.32,86,11,1.19,BR,1686134388
442,fort st. john,56.2524,-120.8469,9.94,46,40,3.6,CA,1686134389
443,walvis bay,-22.9543,14.5075,15.05,58,0,4.36,NA,1686134390
444,taltal,-25.4078,-70.4858,13.84,81,25,0.68,CL,1686134390
445,edgewater,40.827,-73.9757,15.16,63,0,5.66,US,1686134391
446,kalabo,-14.995,22.6745,30.01,18,0,3.2,ZM,1686134391
447,nova olinda do norte,-3.8927,-59.0953,23.56,95,43,0.82,BR,1686134392
448,james island,13.3175,-16.3614,29.18,42,98,2.07,GM,1686134392
449,vanino,49.0905,140.2609,7.75,99,24,1.36,RU,1686134393
450,calvinia,-31.4694,19.7772,11.94,50,0,4.65,ZA,1686134393
451,borogontsy,62.6708,131.1661,17.31,64,100,2.46,RU,1686134394
452,anna regina,7.2623,-58.4823,25.7,85,100,1.4,GY,1686134395
453,piwniczna-zdroj,49.4406,20.7142,19.25,91,100,1.99,PL,1686134395
454,nueva gerona,21.8847,-82.8039,26.24,78,47,2.77,CU,1686134396
455,tutoia,-2.7618,-42.2759,24.51,89,84,3.73,BR,1686134198
456,brigantine,39.4101,-74.3646,16.67,80,100,2.57,US,1686134397
457,kalavad,22.2144,70.3834,41.27,32,0,8.77,IN,1686134397
458,veshenskaya,49.629,41.7251,21.89,47,55,3.19,RU,1686134398
459,susanville,40.4163,-120.653,12.84,83,0,1.54,US,1686134398
460,las palmas de gran canaria,28.1289,-15.4349,26.99,76,100,1.37,ES,1686133811
461,jolo,6.0537,121.0003,27.07,84,100,0.31,PH,1686134399
462,katsuura,35.1522,140.3207,20.11,81,73,1.86,JP,1686134400
463,shakawe,-18.3633,21.8398,30.75,14,0,3.66,BW,1686134400
464,mukalla,14.5425,49.1231,32.64,66,58,3.26,YE,1686134401
465,velikiye luki,56.3424,30.5279,22.61,38,35,4.16,RU,1686134401
466,januaria,-15.4875,-44.3611,19.87,61,49,2.31,BR,1686134402
467,pandan,-3.2874,104.193,25.0,93,90,1.68,ID,1686134403
468,kovel,51.2121,24.7089,13.38,88,100,5.89,UA,1686134404
469,plastun,44.759,136.2864,10.34,98,57,0.88,RU,1686134405
470,miranda,-20.2401,-56.3845,15.63,79,0,1.56,BR,1686134406
471,paharpur,32.1044,70.9707,38.63,25,3,1.84,PK,1686134407
472,pamandzi,-12.7983,45.2747,31.0,62,0,3.6,YT,1686134408
473,cambria,37.7814,-89.1192,19.41,79,40,4.12,US,1686134409
474,port isabel,26.0734,-97.2086,25.59,91,0,0.0,US,1686134409
475,inhambane,-23.866,35.3844,27.02,58,0,4.52,MZ,1686134410
476,palmer,61.5996,-149.1111,11.44,74,100,2.06,US,1686134411
477,sanchursk,56.9404,47.2527,17.73,49,38,3.57,RU,1686134411
478,matinha,-3.1022,-45.0322,24.41,93,54,0.77,BR,1686134412
479,mega,-0.6657,131.905,25.38,92,100,1.6,ID,1686134413
480,veydelevka,50.1519,38.4453,22.41,51,63,2.84,RU,1686134413
481,zunyi,27.7238,106.9191,23.79,80,47,3.08,CN,1686134414
482,ambalangoda,6.2389,80.0541,27.9,81,70,6.34,LK,1686134414
483,tubarjal,30.5007,38.2165,33.15,13,69,4.92,SA,1686134415
484,selfoss,63.9368,-21.0035,9.99,58,19,3.21,IS,1686134416
485,port douglas,-16.4846,145.4636,23.23,84,96,6.09,AU,1686134417
486,blythe,33.6135,-114.5938,21.25,40,0,2.57,US,1686134417
487,behshahr,36.6912,53.5434,23.96,72,100,3.55,IR,1686134418
488,calabozo,8.918,-67.4173,23.04,96,95,1.22,VE,1686134418
489,monroeville,40.4212,-79.7881,10.06,83,0,0.89,US,1686134419
490,arraial do cabo,-22.9663,-42.0244,16.94,94,0,2.06,BR,1686134420
491,woolgoolga,-30.1108,153.2,14.47,71,1,1.62,AU,1686134420
492,kittila,67.652,24.9095,9.21,71,75,1.03,FI,1686134421
493,el calafate,-50.3389,-72.2721,0.64,83,33,1.61,AR,1686134421
494,jaguarari,-10.2576,-40.1944,19.23,93,100,4.18,BR,1686134422
495,gracemere,-23.4576,150.4535,16.82,82,14,1.54,AU,1686134423
496,stephenville,32.2192,-98.2131,19.35,94,100,0.0,US,1686134423
497,golfito,8.6389,-83.1685,24.29,95,83,0.95,CR,1686134424
498,blackfoot,43.19,-112.3484,14.09,84,7,2.36,US,1686134425
499,beichengqu,38.5085,114.9739,31.07,23,87,5.28,CN,1686134425
500,daokou,35.2708,118.7049,28.96,43,100,5.28,CN,1686134426
501,kabo,11.8557,8.1775,21.77,40,100,3.24,NG,1686134426
502,beau vallon,-20.4298,57.7118,24.23,88,75,1.54,MU,1686134427
503,iskushuban,10.2828,50.2307,38.68,23,89,7.94,SO,1686134428
504,mercedes,-24.4505,-54.1647,15.18,81,0,3.79,BR,1686134428
505,cromer,52.9311,1.3013,13.93,71,0,5.36,GB,1686134429
506,kunashak,55.699,61.5509,17.45,86,100,7.65,RU,1686134430
507,masaka,55.7527,37.6172,22.53,44,86,5.53,RU,1686133959
508,mata-utu,-13.282,-176.174,27.43,73,42,1.82,WF,1686134431
509,cidade velha,-1.4619,-48.5028,26.04,83,75,2.57,BR,1686134431
510,wagar,33.8568,75.2613,21.55,50,61,0.59,IN,1686134432
511,san rafael del sur,11.8465,-86.4389,25.57,88,88,1.58,NI,1686134433
512,stayton,44.8007,-122.7945,16.49,95,6,1.94,US,1686134433
513,mount pearl,47.5189,-52.8145,9.18,96,100,5.66,CA,1686134434
514,opuwo,-18.055,13.8387,27.69,16,0,1.41,NA,1686134435
515,hailey,43.5196,-114.3153,12.71,75,0,3.58,US,1686134435
516,bukoba,-1.3312,31.8126,25.94,61,40,2.57,TZ,1686134436
517,nar'yan-mar,67.638,53.0071,6.1,56,100,7.24,RU,1686134437
518,akrehamn,59.2608,5.186,15.01,67,0,10.8,NO,1686134437
519,ghadamis,30.1258,9.4901,29.78,30,79,3.64,LY,1686134438
520,asau,46.4389,26.4008,20.69,42,99,3.04,RO,1686134438
521,shiyan,32.6315,110.7928,22.26,74,87,2.37,CN,1686134439
522,lerwick,60.1531,-1.1427,13.01,74,100,4.01,GB,1686134439
523,bertoua,4.5777,13.6844,25.43,83,100,2.4,CM,1686134440
524,akureyri,65.6839,-18.1122,9.66,57,0,3.6,IS,1686134440
525,gargalianoi,37.0656,21.6374,24.19,65,95,2.29,GR,1686134441
526,atlanta,33.749,-84.3903,20.04,90,20,0.45,US,1686134219
527,rio de janeiro,-22.911,-43.2094,21.62,91,20,3.09,BR,1686134442
528,frutal,-20.022,-48.928,16.25,62,0,1.69,BR,1686134442
529,teguise,29.0593,-13.5602,22.0,88,20,3.09,ES,1686134443
530,antsiranana,-12.2779,49.2913,29.42,51,20,7.2,MG,1686134443
531,lensk,60.7145,114.9172,16.22,39,97,1.92,RU,1686134444
532,montevideo,-34.9059,-56.1913,16.89,94,100,4.63,UY,1686134444
533,ribas do rio pardo,-20.4478,-53.7609,14.77,76,0,1.7,BR,1686134445
534,barillas,41.971,-1.6627,21.72,61,100,3.36,ES,1686134446
535,sofifi,0.7348,127.5761,27.15,81,86,3.61,ID,1686134446
536,hakodate,41.7688,140.729,17.16,94,75,1.54,JP,1686134447
537,ilinge,59.0186,15.8646,22.4,32,0,3.69,SE,1686134447
538,balakhta,55.3832,91.6153,30.87,37,1,1.85,RU,1686134448
539,kathmandu,27.7083,85.3206,28.3,50,40,4.63,NP,1686134448
540,salalah,17.0175,54.1011,33.04,58,0,7.2,OM,1686134449
541,papao,12.6919,-16.3792,30.06,66,0,2.06,SN,1686134449
542,zouerate,22.7374,-12.4729,32.22,27,29,2.52,MR,1686134450
543,hobyo,5.3495,48.5264,29.76,67,80,12.0,SO,1686134450
544,new norfolk,-42.7802,147.0615,13.86,78,100,0.45,AU,1686134451
545,rabo de peixe,37.8083,-25.5851,17.04,82,20,11.83,PT,1686134452
546,cruzeiro do sul,-29.514,-51.9917,15.83,90,56,1.85,BR,1686134452
547,surin,46.0774,0.372,27.16,36,21,3.9,FR,1686134453
